File Name	Date Last Modified	Latest Release Size
sipwitch-1.2.1.tar.gz	2012-01-15	544K
sipwitch-1.2.2.tar.gz	2012-02-11	546K
sipwitch-1.2.3.tar.gz	2012-02-28	547K
sipwitch-1.2.4.tar.gz	2012-04-25	547K
sipwitch-1.3.3.tar.gz	2012-11-20	557K
sipwitch-1.4.0.tar.gz	2012-11-20	556K
sipwitch-1.5.0.tar.gz	2012-12-28	521K
sipwitch-1.6.0.tar.gz	2013-06-06	524K
sipwitch-1.6.1.tar.gz	2013-06-14	524K
sipwitch-1.7.0.tar.gz	2013-08-22	540K
sipwitch-1.7.1.tar.gz	2013-08-24	542K
sipwitch-1.7.2.tar.gz	2013-08-27	542K
sipwitch-1.8.0.tar.gz	2013-09-08	543K
sipwitch-1.8.1.tar.gz	2013-09-10	543K
sipwitch-1.8.2.tar.gz	2013-09-11	543K
sipwitch-1.8.3.tar.gz	2013-09-18	544K
sipwitch-1.8.4.tar.gz	2013-09-19	544K
sipwitch-1.8.5.tar.gz	2013-09-20	543K
sipwitch-1.8.6.tar.gz	2013-09-20	543K
sipwitch-1.8.7.tar.gz	2014-01-25	547K
sipwitch-1.8.8.tar.gz	2014-02-17	546K
sipwitch-1.9.0.tar.gz	2014-03-10	547K
sipwitch-1.9.1.tar.gz	2014-05-03	544K
sipwitch-1.9.2.tar.gz	2014-06-07	545K
sipwitch-1.9.3.tar.gz	2014-10-19	545K
sipwitch-1.9.4.tar.gz	2014-12-11	544K
sipwitch-1.9.5.tar.gz	2014-12-11	544K
sipwitch-1.9.6.tar.gz	2014-12-12	544K
sipwitch-1.9.7.tar.gz	2015-03-29	544K
sipwitch-1.9.8.tar.gz	2015-06-13	544K
sipwitch-1.9.9.tar.gz	2015-08-02	544K
sipwitch-1.9.10.tar.gz	2015-09-07	544K
sipwitch-1.9.11.tar.gz	2015-10-04	544K
sipwitch-1.9.12.tar.gz	2015-10-05	544K
sipwitch-1.9.13.tar.gz	2015-10-08	544K
sipwitch-1.9.14.tar.gz	2015-10-10	544K
sipwitch-1.9.15.tar.gz	2015-12-13	544K
slib-3b3.tar.gz	2012-04-09	945K
slib-3b4.tar.gz	2013-07-06	952K
slib-3b5.tar.gz	2017-03-11	962K
slib-3b6.tar.gz	2020-02-15	962K
smalltalk-2.0.11.tar.gz	2003-01-12	2.8M
smalltalk-2.1.2.tar.gz	2003-05-09	3.2M
smalltalk-2.1.3.tar.gz	2003-06-28	3.3M
smalltalk-2.1.5.tar.gz	2003-10-22	3.3M
smalltalk-2.1.6.tar.gz	2003-12-17	3.2M
smalltalk-2.1.7.tar.gz	2003-12-17	3.2M
smalltalk-2.1.8.tar.gz	2004-06-15	3.2M
smalltalk-2.1.9.tar.gz	2004-11-02	3.2M
smalltalk-2.1.10.tar.gz	2005-02-03	3.2M
smalltalk-2.1.11.tar.gz	2005-06-23	3.2M
smalltalk-2.1.12.tar.gz	2005-09-01	3.2M
smalltalk-2.1.tar.gz	2003-04-11	3.2M
smalltalk-2.2.tar.gz	2005-11-21	4.0M
smalltalk-2.3.1.tar.gz	2006-12-13	4.1M
smalltalk-2.3.2.tar.gz	2007-01-31	4.1M
smalltalk-2.3.3.tar.gz	2007-02-13	4.1M
smalltalk-2.3.4.tar.gz	2007-05-28	4.2M
smalltalk-2.3.5.tar.gz	2007-06-02	4.2M
smalltalk-2.3.6.tar.gz	2007-09-06	4.2M
smalltalk-2.3.tar.gz	2006-12-05	4.1M
smalltalk-3.0.1.tar.gz	2008-01-31	4.4M
smalltalk-3.0.2.tar.gz	2008-03-07	4.4M
smalltalk-3.0.3.tar.gz	2008-05-14	4.5M
smalltalk-3.0.4.tar.gz	2008-08-09	4.5M
smalltalk-3.0.5.tar.gz	2008-10-19	4.5M
smalltalk-3.0.tar.gz	2008-01-07	4.4M
smalltalk-3.1.tar.gz	2008-10-19	5.0M
smalltalk-3.2.1.tar.gz	2010-07-25	5.6M
smalltalk-3.2.2.tar.gz	2010-07-31	5.6M
smalltalk-3.2.3.tar.gz	2010-12-17	5.6M
smalltalk-3.2.4.tar.gz	2011-03-22	5.6M
smalltalk-3.2.5.tar.gz	2013-04-08	5.5M
smalltalk-3.2.tar.gz	2010-05-02	5.6M
solfege-1.0.0.tar.gz	2001-03-31	317K
solfege-1.2.0.tar.gz	2001-09-07	322K
solfege-1.4.2.tar.gz	2002-01-22	355K
solfege-1.4.5.tar.gz	2002-04-08	361K
solfege-1.4.6.tar.gz	2002-04-22	362K
solfege-1.4.7.tar.gz	2002-06-17	362K
solfege-2.0.5.tar.gz	2004-06-06	490K
solfege-2.0.7.tar.gz	2005-02-28	490K
solfege-2.2.0.tar.gz	2005-02-28	666K
solfege-2.2.1.tar.gz	2005-03-20	672K
solfege-2.4.0.tar.gz	2005-04-25	729K
solfege-3.0.0.tar.gz	2005-10-24	783K
solfege-3.0.1.tar.gz	2005-10-24	766K
solfege-3.0.2.tar.gz	2005-10-24	769K
solfege-3.0.3.tar.gz	2005-10-24	781K
solfege-3.0.4.tar.gz	2005-11-01	786K
solfege-3.0.5.tar.gz	2006-01-16	812K
solfege-3.0.6.tar.gz	2006-01-16	829K
solfege-3.0.7.tar.gz	2006-02-22	827K
solfege-3.2.0.tar.gz	2006-03-25	4.9M
solfege-3.2.1.tar.gz	2006-05-18	4.9M
solfege-3.2.2.tar.gz	2006-06-29	1.4M
solfege-3.4.0.tar.gz	2006-06-29	1.5M
solfege-3.4.1.tar.gz	2006-07-26	1.5M
solfege-3.4.2.tar.gz	2006-08-14	1.4M
solfege-3.6.0.tar.gz	2006-10-02	2.0M
solfege-3.6.1.tar.gz	2006-10-16	2.0M
solfege-3.6.2.tar.gz	2006-10-16	2.0M
solfege-3.6.3.tar.gz	2006-10-17	2.0M
solfege-3.6.5.tar.gz	2007-02-14	2.2M
solfege-3.6.6.tar.gz	2007-05-10	2.2M
solfege-3.8.0.tar.gz	2007-05-10	2.4M
solfege-3.8.1.tar.gz	2007-06-18	2.3M
solfege-3.8.2.tar.gz	2007-07-18	2.5M
solfege-3.8.3.tar.gz	2007-10-30	2.4M
solfege-3.10.0.tar.gz	2008-02-03	2.8M
solfege-3.10.1.tar.gz	2008-02-05	2.9M
solfege-3.10.2.tar.gz	2008-02-09	2.9M
solfege-3.10.3.tar.gz	2008-03-17	2.9M
solfege-3.10.4.tar.gz	2008-04-29	3.1M
solfege-3.12.0.tar.gz	2008-11-08	3.4M
solfege-3.12.1.tar.gz	2009-01-18	3.3M
solfege-3.12.2.tar.gz	2009-02-23	3.5M
solfege-3.14.0.tar.gz	2009-03-13	3.6M
solfege-3.14.1.tar.gz	2009-03-30	3.7M
solfege-3.14.2.tar.gz	2009-04-11	3.7M
solfege-3.14.3.tar.gz	2009-04-27	3.7M
solfege-3.14.4.tar.gz	2009-06-09	3.9M
solfege-3.14.5.tar.gz	2009-06-28	3.9M
solfege-3.14.6.tar.gz	2009-08-07	3.4M
solfege-3.14.7.tar.gz	2009-08-09	4.5M
solfege-3.14.8.tar.gz	2009-10-02	4.1M
solfege-3.14.9.tar.gz	2009-10-09	4.1M
solfege-3.14.10.tar.gz	2009-12-17	4.2M
solfege-3.14.11.tar.gz	2010-02-08	4.2M
solfege-3.16.0.tar.gz	2010-03-31	4.6M
solfege-3.16.1.tar.gz	2010-04-09	4.6M
solfege-3.16.3.tar.gz	2010-05-13	4.5M
solfege-3.16.4.tar.gz	2010-07-23	4.6M
solfege-3.18.0.tar.gz	2010-09-21	4.8M
solfege-3.18.1.tar.gz	2010-10-05	4.8M
solfege-3.18.2.tar.gz	2010-10-07	4.8M
solfege-3.18.3.tar.gz	2010-10-08	4.8M
solfege-3.18.4.tar.gz	2010-10-12	4.8M
solfege-3.18.5.tar.gz	2010-10-18	4.8M
solfege-3.18.6.tar.gz	2010-10-24	4.8M
solfege-3.18.7.tar.gz	2010-10-29	4.8M
solfege-3.18.8.tar.gz	2011-05-24	4.8M
solfege-3.20.0.tar.gz	2011-06-14	5.8M
solfege-3.20.1.tar.gz	2011-07-08	6.1M
solfege-3.20.2.tar.gz	2011-09-11	6.3M
solfege-3.20.3.tar.gz	2011-09-25	6.5M
solfege-3.20.4.tar.gz	2011-10-21	6.5M
solfege-3.20.6.tar.gz	2012-06-20	6.5M
solfege-3.20.7.tar.gz	2012-11-26	6.6M
solfege-3.20.8.tar.gz	2013-01-13	6.6M
solfege-3.22.0.tar.gz	2013-05-25	6.5M
solfege-3.22.1.tar.gz	2013-09-15	6.5M
solfege-3.22.2.tar.gz	2013-10-05	6.6M
solfege-easybuild-2.0.7.tar.gz	2005-02-28	653K
solfege-easybuild-2.2.0.tar.gz	2005-02-28	795K
solfege-easybuild-2.2.1.tar.gz	2005-03-20	802K
solfege-easybuild-2.4.0.tar.gz	2005-04-25	768K
spacechart-0.9.5.tar.gz	2002-12-06	398K
speedx-0.1.3b3.tar.gz	2000-06-20	791K
spell-1.0.tar.gz	1997-02-23	43K
spell-1.1.tar.gz	2011-07-21	86K
sqltutor-0.6.tar.gz	2009-04-29	780K
sqltutor-0.7.tar.gz	2014-06-01	643K
sqltutor-1.0.tar.gz	2017-11-19	655K
source-highlight-1.0.tar.gz	2001-06-11	167K
source-highlight-1.1.tar.gz	2001-08-13	169K
source-highlight-1.2.1.tar.gz	2001-12-25	171K
source-highlight-1.2.tar.gz	2001-12-03	173K
source-highlight-1.3.tar.gz	2002-03-06	242K
source-highlight-1.4.tar.gz	2002-04-27	392K
source-highlight-1.5.tar.gz	2002-07-16	417K
source-highlight-1.6.1.tar.gz	2002-11-05	524K
source-highlight-1.6.2.tar.gz	2003-01-17	534K
source-highlight-1.6.3.tar.gz	2003-01-30	535K
source-highlight-1.6.tar.gz	2002-10-13	514K
source-highlight-1.7.tar.gz	2003-03-25	557K
source-highlight-1.8.tar.gz	2003-09-03	597K
source-highlight-1.9.tar.gz	2004-04-21	666K
source-highlight-1.10.tar.gz	2004-08-13	704K
source-highlight-1.11.tar.gz	2004-09-28	706K
source-highlight-2.0.tar.gz	2005-05-17	471K
source-highlight-2.1.1.tar.gz	2005-08-03	544K
source-highlight-2.1.2.tar.gz	2005-08-30	544K
source-highlight-2.1.tar.gz	2005-07-14	543K
source-highlight-2.2.tar.gz	2005-10-15	604K
source-highlight-2.3.tar.gz	2005-12-09	607K
source-highlight-2.4.tar.gz	2006-07-14	644K
source-highlight-2.5.tar.gz	2006-10-05	665K
source-highlight-2.6.tar.gz	2007-03-23	963K
source-highlight-2.7.tar.gz	2007-06-08	1.0M
source-highlight-2.8.tar.gz	2007-09-18	1.0M
source-highlight-2.9.tar.gz	2008-02-26	1.1M
source-highlight-2.10.tar.gz	2008-07-17	1.1M
source-highlight-2.11.1.tar.gz	2008-12-23	1.2M
source-highlight-2.11.tar.gz	2008-11-15	1.2M
source-highlight-3.0.1.tar.gz	2009-05-19	1.4M
source-highlight-3.0.tar.gz	2009-05-10	1.3M
source-highlight-3.1.1.tar.gz	2009-09-20	1.4M
source-highlight-3.1.2.tar.gz	2009-12-23	1.4M
source-highlight-3.1.3.tar.gz	2010-01-16	1.4M
source-highlight-3.1.4.tar.gz	2010-06-14	1.4M
source-highlight-3.1.5.tar.gz	2011-09-02	1.5M
source-highlight-3.1.6.tar.gz	2011-12-27	1.5M
source-highlight-3.1.7.tar.gz	2012-06-30	1.5M
source-highlight-3.1.8.tar.gz	2015-03-30	1.6M
source-highlight-3.1.9.tar.gz	2019-10-12	1.6M
source-highlight-3.1.tar.gz	2009-06-13	1.4M
stow-1.3.2.tar.gz	1996-10-12	105K
stow-1.3.3.tar.gz	2002-01-07	136K
stow-2.1.0.tar.gz	2011-12-03	459K
stow-2.1.1.tar.gz	2011-12-06	448K
stow-2.1.2.tar.gz	2011-12-11	450K
stow-2.1.3.tar.gz	2012-01-10	458K
stow-2.2.0.tar.gz	2012-02-18	468K
stow-2.2.2.tar.gz	2015-11-09	566K
stow-2.3.0.tar.gz	2019-06-28	637K
stow-2.3.1.tar.gz	2019-07-28	639K
stow-latest.tar.gz	2019-07-28	639K
superopt-2.5.tar.gz	1995-06-14	77K
swbis-0.474.tar.gz	2006-02-01	2.2M
swbis-0.483.tar.gz	2006-02-19	2.2M
swbis-0.499.tar.gz	2006-08-05	2.2M
swbis-0.951.tar.gz	2008-04-20	2.8M
swbis-0.986.tar.gz	2008-08-12	3.0M
swbis-0.993.tar.gz	2008-09-19	2.9M
swbis-1.0.tar.gz	2008-10-08	2.9M
swbis-1.1.tar.gz	2008-10-26	2.9M
swbis-1.2.tar.gz	2008-11-24	2.9M
swbis-1.3.tar.gz	2009-04-13	2.9M
swbis-1.4.tar.gz	2009-07-13	2.9M
swbis-1.5.tar.gz	2010-03-17	3.0M
swbis-1.6.tar.gz	2010-09-14	3.0M
swbis-1.7.tar.gz	2010-12-19	3.0M
swbis-1.8.tar.gz	2011-01-18	3.0M
swbis-1.9.tar.gz	2011-01-24	3.0M
swbis-1.10.tar.gz	2011-04-17	3.0M
swbis-1.11.tar.gz	2011-04-25	3.0M
swbis-1.12.tar.gz	2014-08-03	3.1M
swbis-1.13.1.tar.gz	2018-11-05	3.1M
swbis-1.13.2.tar.gz	2020-03-09	3.2M
swbis-1.13.3.tar.gz	2023-07-02	3.2M
swbis-1.13.tar.gz	2016-05-22	3.1M
challenger-0.9.3.tar.gz	2023-11-15	561K
challenger-latest.tar.gz	2023-11-15	561K
libeufin-0.9.1-sources.tar.gz	2023-01-26	655K
libeufin-0.9.2-sources.tar.gz	2023-02-22	660K
libeufin-0.9.3-sources.tar.gz	2023-11-30	26M
libeufin-latest-sources.tar.gz	2023-02-22	660K
sync-0.6.0.tar.gz	2019-12-24	492K
sync-0.7.0.tar.gz	2020-03-31	491K
sync-0.8.0.tar.gz	2020-10-03	500K
sync-0.8.1.tar.gz	2021-08-10	500K
sync-0.8.3.tar.gz	2021-08-19	503K
sync-0.9.0.tar.gz	2022-11-04	521K
sync-0.9.1.tar.gz	2023-01-26	522K
sync-0.9.2.tar.gz	2023-02-22	521K
sync-0.9.3.tar.gz	2023-09-24	536K
sync-latest.tar.gz	2023-09-24	536K
taler-bank-0.0.0.tar.gz	2016-06-02	225K
taler-bank-0.1.0.tar.gz	2016-10-11	235K
taler-bank-0.2.0.tar.gz	2016-12-02	240K
taler-bank-0.3.0.tar.gz	2017-06-06	239K
taler-bank-0.4.0.tar.gz	2017-10-18	386K
taler-bank-0.5.0.tar.gz	2018-04-08	409K
taler-bank-0.5.1.tar.gz	2018-04-09	408K
taler-bank-0.8.0.tar.gz	2020-10-05	75K
taler-bank-0.8.1.tar.gz	2020-11-14	120K
taler-bank-0.8.2.tar.gz	2021-08-10	134K
taler-bank-latest.tar.gz	2021-08-10	134K
taler-exchange-0.0.0.tar.gz	2016-06-02	788K
taler-exchange-0.0.1.tar.gz	2016-06-06	792K
taler-exchange-0.0.2.tar.gz	2016-06-20	804K
taler-exchange-0.1.0.tar.gz	2016-10-11	818K
taler-exchange-0.2.0.tar.gz	2016-11-18	857K
taler-exchange-0.3.0.tar.gz	2017-06-06	1.1M
taler-exchange-0.4.0.tar.gz	2017-10-18	1.6M
taler-exchange-0.5.0.tar.gz	2018-04-08	1.7M
taler-exchange-0.6.0.tar.gz	2019-12-24	2.6M
taler-exchange-0.7.0.tar.gz	2020-03-31	2.9M
taler-exchange-0.8.0.tar.gz	2020-10-03	3.0M
taler-exchange-0.8.1.tar.gz	2020-11-11	2.9M
taler-exchange-0.8.2.tar.gz	2021-08-10	5.6M
taler-exchange-0.8.3.tar.gz	2021-08-13	5.6M
taler-exchange-0.8.4.tar.gz	2021-08-24	5.6M
taler-exchange-0.8.5.tar.gz	2021-09-27	5.6M
taler-exchange-0.9.0.tar.gz	2022-11-04	5.8M
taler-exchange-0.9.1.tar.gz	2023-01-26	6.3M
taler-exchange-0.9.2.tar.gz	2023-02-22	6.4M
taler-exchange-0.9.3.tar.gz	2023-09-24	6.4M
taler-exchange-0.9.3b.tar.gz	2023-11-30	7.3M
taler-exchange-latest.tar.gz	2023-11-30	7.3M
taler-mdb-0.6.0.tar.gz	2019-12-25	138K
taler-mdb-0.7.0.tar.gz	2020-03-31	142K
taler-mdb-0.8.0.tar.gz	2020-10-03	142K
taler-mdb-0.9.0.tar.gz	2022-11-04	143K
taler-mdb-0.9.1.tar.gz	2023-01-26	143K
taler-mdb-0.9.3.tar.gz	2023-09-24	171K
taler-mdb-latest.tar.gz	2023-09-24	171K
taler-merchant-0.0.0.tar.gz	2016-06-02	1.1M
taler-merchant-0.1.0.tar.gz	2016-10-11	1.1M
taler-merchant-0.2.0.tar.gz	2016-11-18	630K
taler-merchant-0.3.0.tar.gz	2017-06-06	711K
taler-merchant-0.4.0.tar.gz	2017-10-18	767K
taler-merchant-0.5.0.tar.gz	2018-04-08	935K
taler-merchant-0.6.0.tar.gz	2019-12-24	776K
taler-merchant-0.7.0.tar.gz	2020-03-31	777K
taler-merchant-0.8.0.tar.gz	2020-12-09	1.0M
taler-merchant-0.8.1.tar.gz	2021-08-13	5.2M
taler-merchant-0.8.2.tar.gz	2021-08-17	5.2M
taler-merchant-0.8.3.tar.gz	2021-08-24	5.2M
taler-merchant-0.9.0.tar.gz	2022-11-04	5.4M
taler-merchant-0.9.1.tar.gz	2023-01-26	5.7M
taler-merchant-0.9.2.tar.gz	2023-02-22	5.7M
taler-merchant-0.9.3.tar.gz	2023-09-24	6.6M
taler-merchant-0.9.3a.tar.gz	2023-11-30	6.8M
taler-merchant-latest.tar.gz	2023-11-30	6.8M
taler-twister-0.8.1.tar.gz	2021-08-10	421K
taler-twister-0.8.2.tar.gz	2021-08-18	421K
taler-twister-0.9.0.tar.gz	2022-11-04	421K
taler-twister-0.9.1.tar.gz	2023-01-26	423K
taler-twister-0.9.3.tar.gz	2023-09-24	429K
taler-twister-latest.tar.gz	2023-09-24	429K
taler-wallet-v0.9.0.tar.gz	2022-11-04	13M
taler-wallet-v0.9.1.tar.gz	2023-01-26	13M
taler-wallet-v0.9.2.tar.gz	2023-04-13	13M
taler-wallet-v0.9.3.tar.gz	2023-11-29	12M
taler-wallet-webex-0.0.0-src.tar.gz	2016-06-03	825K
taler-wallet-webex-0.1.0-src.tar.gz	2016-10-11	786K
taler-wallet-webex-0.1.2-src.tar.gz	2016-10-11	786K
taler-wallet-webex-0.2.0-src.tar.gz	2016-11-22	1.3M
taler-wallet-webex-0.3.0-src.tar.gz	2017-06-06	635K
taler-wallet-webex-0.4.0-src.tar.gz	2017-10-18	4.6M
taler-wallet-webex-0.5.0-src.tar.gz	2018-04-08	5.5M
tar-1.11.8.tar.gz	1996-10-01	670K
tar-1.12.tar.gz	1997-04-26	847K
tar-1.13.tar.gz	1999-07-08	1.0M
tar-1.14.tar.gz	2004-05-11	1.4M
tar-1.15.1.tar.gz	2004-12-21	2.1M
tar-1.15.tar.gz	2004-12-20	1.9M
tar-1.16.1.tar.gz	2006-12-09	2.5M
tar-1.16.tar.gz	2006-10-21	2.5M
tar-1.17.tar.gz	2007-06-08	2.6M
tar-1.18.tar.gz	2007-06-29	2.6M
tar-1.19.tar.gz	2007-10-10	2.6M
tar-1.20.tar.gz	2008-04-14	2.7M
tar-1.21.tar.gz	2008-12-26	2.8M
tar-1.22.tar.gz	2009-03-05	2.9M
tar-1.23.tar.gz	2010-03-10	3.0M
tar-1.24.tar.gz	2010-10-24	3.2M
tar-1.25.tar.gz	2010-11-07	3.2M
tar-1.26.tar.gz	2011-03-12	3.3M
tar-1.27.1.tar.gz	2013-11-17	3.5M
tar-1.27.tar.gz	2013-10-05	3.5M
tar-1.28.tar.gz	2014-07-27	3.7M
tar-1.29.tar.gz	2016-05-16	3.8M
tar-1.30.tar.gz	2017-12-17	4.0M
tar-1.31.tar.gz	2019-01-02	4.0M
tar-1.32.tar.gz	2019-02-23	4.0M
tar-1.33.tar.gz	2021-01-07	4.2M
tar-1.34.tar.gz	2021-02-13	4.2M
tar-1.35.tar.gz	2023-07-18	4.4M
tar-latest.tar.gz	2023-07-18	4.4M
termcap-1.3.1.tar.gz	2002-03-13	429K
termcap-1.3.tar.gz	1995-08-17	282K
termutils-2.0.tar.gz	1995-12-01	115K
teseq-1.0.0.tar.gz	2008-08-04	272K
teseq-1.1.1.tar.gz	2015-08-14	317K
teseq-1.1.tar.gz	2013-06-11	295K
teximpatient-2.3.tar.gz	2013-05-30	2.0M
teximpatient-2.4.tar.gz	2014-11-13	1.5M
texinfo-2.15.tar.gz	2020-11-07	1.3M
texinfo-3.1.tar.gz	2020-11-07	677K
texinfo-3.9.tar.gz	2020-11-07	627K
texinfo-3.12.tar.gz	2020-11-07	2.9M
texinfo-4.0.tar.gz	2023-07-24	1.1M
texinfo-4.1.tar.gz	2020-11-07	1.6M
texinfo-4.2.tar.gz	2023-07-24	1.6M
texinfo-4.3.tar.gz	2023-07-24	1.7M
texinfo-4.5.tar.gz	2004-02-14	1.7M
texinfo-4.6.tar.gz	2003-06-10	1.8M
texinfo-4.7.tar.gz	2004-04-10	1.9M
texinfo-4.8.tar.gz	2005-01-03	2.0M
texinfo-4.8a.tar.gz	2006-09-26	2.1M
texinfo-4.9.tar.gz	2007-06-29	2.1M
texinfo-4.11.tar.gz	2007-09-10	2.2M
texinfo-4.12.tar.gz	2008-04-20	2.4M
texinfo-4.13.tar.gz	2008-09-22	2.6M
texinfo-4.13a.tar.gz	2008-09-22	2.6M
texinfo-5.0.tar.gz	2013-02-16	7.2M
texinfo-5.1.tar.gz	2013-03-12	7.2M
texinfo-5.2.tar.gz	2013-09-26	7.3M
texinfo-6.0.tar.gz	2015-06-26	8.0M
texinfo-6.1.tar.gz	2016-02-06	8.5M
texinfo-6.2.tar.gz	2016-09-10	8.5M
texinfo-6.3.tar.gz	2016-09-10	8.5M
texinfo-6.4.tar.gz	2017-06-23	8.9M
texinfo-6.5.tar.gz	2017-09-12	8.9M
texinfo-6.6.tar.gz	2019-02-16	9.0M
texinfo-6.7.tar.gz	2019-09-23	8.6M
texinfo-6.8.tar.gz	2021-07-03	9.7M
texinfo-7.0.1.tar.gz	2022-11-30	10M
texinfo-7.0.2.tar.gz	2023-01-22	10M
texinfo-7.0.3.tar.gz	2023-03-26	10M
texinfo-7.0.tar.gz	2022-11-07	10M
texinfo-7.1.tar.gz	2023-10-18	12M
time-1.7.tar.gz	1996-07-11	101K
time-1.8.tar.gz	2017-11-07	533K
time-1.9.tar.gz	2018-03-12	583K
tramp-2.0.39.tar.gz	2005-02-01	319K
tramp-2.0.40.tar.gz	2005-02-01	340K
tramp-2.0.41.tar.gz	2005-02-01	279K
tramp-2.0.42.tar.gz	2005-02-01	358K
tramp-2.0.43.tar.gz	2005-02-01	360K
tramp-2.0.44.tar.gz	2005-02-01	282K
tramp-2.0.45.tar.gz	2005-02-01	283K
tramp-2.0.46.tar.gz	2005-02-01	285K
tramp-2.0.47.tar.gz	2005-02-01	287K
tramp-2.0.48.tar.gz	2005-03-20	288K
tramp-2.0.49.tar.gz	2005-05-14	289K
tramp-2.0.50.tar.gz	2005-08-07	290K
tramp-2.0.51.tar.gz	2005-10-08	291K
tramp-2.0.52.tar.gz	2006-01-22	262K
tramp-2.0.53.tar.gz	2006-04-17	263K
tramp-2.0.54.tar.gz	2006-08-29	267K
tramp-2.0.55.tar.gz	2006-12-31	269K
tramp-2.0.56.tar.gz	2007-05-28	284K
tramp-2.0.57.tar.gz	2008-03-26	294K
tramp-2.1.0.tar.gz	2005-02-01	373K
tramp-2.1.1.tar.gz	2005-02-01	278K
tramp-2.1.2.tar.gz	2005-02-01	282K
tramp-2.1.3.tar.gz	2005-02-01	287K
tramp-2.1.4.tar.gz	2005-10-13	298K
tramp-2.1.5.tar.gz	2005-12-11	268K
tramp-2.1.6.tar.gz	2006-05-28	277K
tramp-2.1.7.tar.gz	2006-09-03	280K
tramp-2.1.8.tar.gz	2007-01-14	305K
tramp-2.1.9.tar.gz	2007-04-08	320K
tramp-2.1.10.tar.gz	2007-07-22	321K
tramp-2.1.11.tar.gz	2007-10-10	321K
tramp-2.1.12.tar.gz	2007-12-23	330K
tramp-2.1.13.tar.gz	2008-03-29	344K
tramp-2.1.14.tar.gz	2008-07-27	384K
tramp-2.1.15.tar.gz	2009-02-01	387K
tramp-2.1.16.tar.gz	2009-06-22	404K
tramp-2.1.17.tar.gz	2009-11-07	427K
tramp-2.1.18.tar.gz	2010-03-14	434K
tramp-2.1.19.tar.gz	2010-08-24	411K
tramp-2.1.20.tar.gz	2011-03-12	413K
tramp-2.2.0.tar.gz	2010-11-20	375K
tramp-2.2.1.tar.gz	2011-03-12	370K
tramp-2.2.2.tar.gz	2011-07-30	372K
tramp-2.2.3.tar.gz	2011-10-23	376K
tramp-2.2.4.tar.gz	2012-01-15	379K
tramp-2.2.5.tar.gz	2012-06-04	382K
tramp-2.2.6.tar.gz	2012-09-12	384K
tramp-2.2.7.tar.gz	2013-03-15	795K
tramp-2.2.8.tar.gz	2013-10-02	410K
tramp-2.2.9.tar.gz	2014-02-16	417K
tramp-2.2.10.tar.gz	2014-06-15	427K
tramp-2.2.11.tar.gz	2014-12-29	431K
tramp-2.2.12.tar.gz	2015-06-28	438K
tramp-2.2.13.tar.gz	2015-12-29	441K
tramp-2.3.0.tar.gz	2016-06-26	418K
tramp-2.3.1.tar.gz	2016-12-27	426K
tramp-2.3.2.tar.gz	2017-06-30	438K
tramp-2.3.3.tar.gz	2017-12-08	454K
tramp-2.3.4.tar.gz	2018-06-27	458K
tramp-2.3.5.tar.gz	2019-04-29	459K
tramp-2.4.0.tar.gz	2018-06-29	483K
tramp-2.4.1.tar.gz	2018-12-27	516K
tramp-2.4.2.tar.gz	2019-06-30	529K
tramp-2.4.3.tar.gz	2019-12-29	547K
tramp-2.4.4.tar.gz	2020-07-04	567K
tramp-2.4.5.tar.gz	2020-12-29	555K
tramp-2.5.0.tar.gz	2020-12-29	613K
tramp-2.5.1.tar.gz	2021-06-29	627K
tramp-2.5.2.tar.gz	2021-12-30	612K
tramp-2.5.3.tar.gz	2022-06-29	619K
tramp-2.5.4.tar.gz	2022-11-29	620K
tramp-2.6.0.tar.gz	2022-12-30	652K
tramp-2.6.1.tar.gz	2023-06-29	659K
tramp-2.6.2.tar.gz	2023-12-30	661K
tramp-2.7.0.tar.gz	2023-12-30	703K
trueprint-5.0.tar.gz	1999-07-19	141K
trueprint-5.1.tar.gz	1999-10-26	153K
trueprint-5.2.1.tar.gz	2000-02-17	164K
trueprint-5.2.tar.gz	2000-02-14	164K
trueprint-5.3.tar.gz	2001-07-09	172K
trueprint-5.4.tar.gz	2013-03-11	557K
unifont-6.3.20131020.tar.gz	2013-10-20	8.8M
unifont-6.3.20131215.tar.gz	2013-12-16	14M
unifont-6.3.20131217.tar.gz	2013-12-17	12M
unifont-6.3.20131221.tar.gz	2013-12-21	12M
unifont-6.3.20140202.tar.gz	2014-02-02	17M
unifont-6.3.20140204.tar.gz	2014-02-05	17M
unifont-6.3.20140214.tar.gz	2014-02-14	17M
unifont_6.3.20140214-1.debian.tar.gz	2014-02-15	20K
unifont_6.3.20140214.orig.tar.gz	2014-02-15	17M
unifont-7.0.01.tar.gz	2014-06-21	17M
unifont-7.0.02.tar.gz	2014-06-29	18M
unifont-7.0.03.tar.gz	2014-07-01	18M
unifont_7.0.03.orig.tar.gz	2014-07-02	18M
unifont-7.0.04.tar.gz	2014-10-12	19M
unifont-7.0.05.tar.gz	2014-10-17	19M
unifont-7.0.06.tar.gz	2014-10-23	19M
unifont-8.0.01.tar.gz	2015-06-28	18M
unifont-9.0.01.tar.gz	2016-07-02	17M
unifont-9.0.02.tar.gz	2016-08-27	14M
unifont-9.0.03.tar.gz	2016-10-21	14M
unifont-9.0.04.tar.gz	2016-10-29	14M
unifont-9.0.05.tar.gz	2016-12-11	14M
